Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations,,,
120839,2-3 times a week,To stay awake during work/study,Other,No,Positive,Healthy,Yes,5,Not interested in energy drinks,Cola-Coka,Brand reputation,Healthier alternatives,Sugar,No,Yes,Other,Innovative bottle design,No,Below 50,Supermarkets,Studying/working late,,,
120840,Once a week,To stay awake during work/study,To boost performance,No,Neutral,Not sure,No,1,Not interested in energy drinks,Cola-Coka,Availability,Reduced sugar content,Sugar,No,No,TV commercials,Compact and portable cans,No,100-150,Online retailers,Studying/working late,,,
120841,2-3 times a month,For mental alertness,To combat fatigue,No,Neutral,Not sure,Yes,5,Other,Gangster,Effectiveness,Wider range of flavors,Caffeine,Yes,Not Sure,TV commercials,Other,Yes,100-150,Supermarkets,Studying/working late,,,
120842,2-3 times a week,For mental alertness,To boost performance,Yes,Positive,Effective,No,3,Unfamiliar with the brand,Bepsi,Brand reputation,More natural ingredients,Caffeine,No,Yes,TV commercials,Innovative bottle design,No,Above 150,Supermarkets,Studying/working late,,,
120843,Once a week,To stay awake during work/study,Other,No,Positive,Effective,Yes,5,Not interested in energy drinks,Gangster,Brand reputation,Other,Guarana,Yes,Yes,TV commercials,Compact and portable cans,No,100-150,Local stores,Studying/working late,,,
120844,Daily,For mental alertness,To combat fatigue,No,Neutral,Effective,No,2,Health concerns,Cola-Coka,Taste/flavor preference,More natural ingredients,Guarana,Yes,No,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Studying/working late,,,
120845,2-3 times a week,To stay awake during work/study,To boost performance,Yes,Negative,Dangerous,Yes,1,Not available locally,Cola-Coka,Brand reputation,More natural ingredients,Caffeine,Yes,Yes,Other,Collectible packaging,Yes,Above 150,Other,Studying/working late,,,
120846,2-3 times a week,To stay awake during work/study,To boost performance,No,Neutral,Not sure,Yes,1,Health concerns,Bepsi,Effectiveness,Reduced sugar content,Vitamins,Yes,Yes,Other,Innovative bottle design,Not Sure,Above 150,Supermarkets,Studying/working late,,,
120847,Daily,Before exercise,To combat fatigue,Yes,Neutral,Dangerous,Yes,4,Not interested in energy drinks,Others,Other,Wider range of flavors,Caffeine,Yes,No,Outdoor billboards,Eco-friendly design,No,100-150,Gyms and fitness centers,Studying/working late,,,
120848,2-3 times a month,For mental alertness,Increased energy and focus,Yes,Neutral,Effective,No,5,Health concerns,Cola-Coka,Brand reputation,Other,Caffeine,No,No,Online ads,Other,Yes,100-150,Gyms and fitness centers,Studying/working late,,,
120849,2-3 times a month,To stay awake during work/study,To enhance sports performance,Yes,Negative,Not sure,Yes,4,Health concerns,Others,Brand reputation,Reduced sugar content,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,No,100-150,Online retailers,Studying/working late,,,
120850,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,No,3,Not available locally,Cola-Coka,Brand reputation,Other,Caffeine,Yes,Yes,Outdoor billboards,Compact and portable cans,No,Above 150,Online retailers,Studying/working late,,,
120851,Once a week,To stay awake during work/study,To combat fatigue,No,Neutral,Healthy,No,5,Not interested in energy drinks,Gangster,Availability,More natural ingredients,Caffeine,No,No,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late,,,
120852,2-3 times a week,Before exercise,To enhance sports performance,Yes,Neutral,Effective,No,4,Not available locally,Gangster,Taste/flavor preference,Reduced sugar content,Guarana,Yes,No,Online ads,Collectible packaging,Yes,50-99,Supermarkets,Studying/working late,,,
120853,2-3 times a week,Before exercise,To enhance sports performance,No,Neutral,Not sure,Yes,4,Health concerns,Bepsi,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,Other,Other,Not Sure,50-99,Supermarkets,Studying/working late,,,
120854,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Healthy,Yes,2,Not available locally,Gangster,Effectiveness,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Eco-friendly design,No,Above 150,Supermarkets,Studying/working late,,,
120855,2-3 times a month,For mental alertness,To enhance sports performance,Yes,Positive,Not sure,No,4,Not interested in energy drinks,Gangster,Effectiveness,Reduced sugar content,Guarana,Yes,No,Online ads,Innovative bottle design,Yes,100-150,Online retailers,Studying/working late,,,
120856,Once a week,To stay awake during work/study,To boost performance,No,Neutral,Not sure,Yes,5,Not interested in energy drinks,Sky 9,Brand reputation,Reduced sugar content,Guarana,Yes,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Other,Studying/working late,,,
120857,2-3 times a month,Throughout the day,To combat fatigue,Yes,Neutral,Effective,No,4,Unfamiliar with the brand,Gangster,Brand reputation,Reduced sugar content,Caffeine,Yes,No,TV commercials,Compact and portable cans,Not Sure,100-150,Local stores,Studying/working late,,,
120858,Daily,For mental alertness,Increased energy and focus,No,Neutral,Effective,Yes,5,Other,Bepsi,Effectiveness,Reduced sugar content,Caffeine,No,Yes,Print media,Other,Yes,100-150,Online retailers,Studying/working late,,,
120859,Daily,Throughout the day,Increased energy and focus,No,Positive,Not sure,No,4,Unfamiliar with the brand,Sky 9,Availability,Reduced sugar content,Vitamins,No,Yes,Outdoor billboards,Innovative bottle design,No,50-99,Gyms and fitness centers,Studying/working late,,,
120860,Once a week,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,No,3,Unfamiliar with the brand,CodeX,Taste/flavor preference,Healthier alternatives,Caffeine,No,Yes,Outdoor billboards,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
120861,2-3 times a month,Before exercise,To combat fatigue,No,Neutral,Healthy,Yes,1,Not available locally,Cola-Coka,Effectiveness,Healthier alternatives,Vitamins,No,Not Sure,Online ads,Collectible packaging,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
120862,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Negative,Not sure,No,5,Health concerns,Cola-Coka,Taste/flavor preference,Wider range of flavors,Sugar,Yes,No,Online ads,Innovative bottle design,Not Sure,50-99,Gyms and fitness centers,Studying/working late,,,
120863,2-3 times a month,To stay awake during work/study,To combat fatigue,No,Neutral,Dangerous,No,3,Other,Gangster,Brand reputation,More natural ingredients,Sugar,No,Yes,Online ads,Collectible packaging,Yes,Above 150,Online retailers,Studying/working late,,,
120864,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Healthy,No,3,Health concerns,Gangster,Brand reputation,Reduced sugar content,Sugar,Yes,Yes,Online ads,Compact and portable cans,Not Sure,100-150,Supermarkets,Studying/working late,,,
120865,Daily,For mental alertness,To enhance sports performance,Yes,Neutral,Not sure,No,2,Not available locally,Cola-Coka,Availability,Healthier alternatives,Sugar,Yes,Yes,Online ads,Compact and portable cans,Not Sure,100-150,Gyms and fitness centers,Studying/working late,,,
120866,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Healthy,No,4,Unfamiliar with the brand,Sky 9,Taste/flavor preference,Wider range of flavors,Guarana,Yes,No,TV commercials,Innovative bottle design,Yes,50-99,Online retailers,Studying/working late,,,
120867,2-3 times a week,Before exercise,Increased energy and focus,Yes,Positive,Healthy,No,1,Not interested in energy drinks,Sky 9,Other,More natural ingredients,Sugar,Yes,Not Sure,TV commercials,Collectible packaging,No,Above 150,Gyms and fitness centers,Studying/working late,,,
120868,Rarely,To stay awake during work/study,To combat fatigue,Yes,Negative,Not sure,Yes,4,Unfamiliar with the brand,Bepsi,Effectiveness,Reduced sugar content,Vitamins,Yes,No,Online ads,Eco-friendly design,No,50-99,Online retailers,Studying/working late,,,
120869,2-3 times a week,Throughout the day,To combat fatigue,Yes,Neutral,Not sure,No,3,Health concerns,Others,Taste/flavor preference,Reduced sugar content,Guarana,Yes,Not Sure,Online ads,Compact and portable cans,Not Sure,Above 150,Supermarkets,Studying/working late,,,
120870,2-3 times a month,Before exercise,Increased energy and focus,No,Neutral,Effective,Yes,2,Not available locally,Gangster,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,Other,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late,,,
120871,Daily,For mental alertness,To boost performance,Yes,Neutral,Dangerous,No,3,Not available locally,Cola-Coka,Effectiveness,More natural ingredients,Caffeine,No,Yes,Online ads,Innovative bottle design,Not Sure,Above 150,Supermarkets,Studying/working late,,,
120872,Rarely,Throughout the day,To enhance sports performance,No,Neutral,Not sure,Yes,1,Not available locally,Cola-Coka,Effectiveness,Wider range of flavors,Caffeine,No,Not Sure,Online ads,Compact and portable cans,No,Below 50,Supermarkets,Studying/working late,,,
120873,Daily,To stay awake during work/study,To combat fatigue,Yes,Neutral,Dangerous,No,3,Not interested in energy drinks,Others,Brand reputation,Other,Guarana,Yes,No,Online ads,Collectible packaging,Not Sure,100-150,Supermarkets,Studying/working late,,,
120874,Rarely,Throughout the day,Increased energy and focus,Yes,Positive,Effective,Yes,3,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,More natural ingredients,Caffeine,Yes,No,Other,Other,No,50-99,Gyms and fitness centers,Studying/working late,,,
120875,Daily,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,No,4,Unfamiliar with the brand,Cola-Coka,Brand reputation,Reduced sugar content,Guarana,Yes,Yes,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late,,,
120876,Once a week,To stay awake during work/study,To combat fatigue,Yes,Negative,Not sure,No,3,Other,Cola-Coka,Brand reputation,Reduced sugar content,Vitamins,Yes,No,TV commercials,Eco-friendly design,Yes,50-99,Supermarkets,Studying/working late,,,
120877,Rarely,Throughout the day,To boost performance,No,Neutral,Not sure,No,3,Unfamiliar with the brand,Bepsi,Taste/flavor preference,More natural ingredients,Vitamins,Yes,Yes,TV commercials,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Studying/working late,,,
120878,Once a week,To stay awake during work/study,To combat fatigue,No,Positive,Dangerous,Yes,5,Not available locally,CodeX,Taste/flavor preference,Reduced sugar content,Caffeine,No,Not Sure,Other,Other,Yes,Below 50,Supermarkets,Studying/working late,,,
120879,Once a week,Throughout the day,Other,No,Neutral,Not sure,Yes,2,Not interested in energy drinks,Sky 9,Effectiveness,Reduced sugar content,Vitamins,No,Not Sure,TV commercials,Innovative bottle design,No,50-99,Gyms and fitness centers,Studying/working late,,,
120880,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,Yes,5,Not interested in energy drinks,Blue Bull,Brand reputation,Reduced sugar content,Caffeine,No,Yes,Online ads,Collectible packaging,No,Below 50,Supermarkets,Studying/working late,,,
120881,Daily,For mental alertness,To boost performance,Yes,Neutral,Healthy,Yes,5,Not interested in energy drinks,Bepsi,Brand reputation,More natural ingredients,Vitamins,No,Yes,Online ads,Compact and portable cans,Yes,50-99,Other,Studying/working late,,,
120882,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Not sure,Yes,4,Other,Cola-Coka,Other,Reduced sugar content,Guarana,Yes,Yes,Other,Compact and portable cans,Not Sure,100-150,Supermarkets,Studying/working late,,,
120883,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,No,3,Not available locally,Bepsi,Availability,Wider range of flavors,Caffeine,No,Yes,Online ads,Innovative bottle design,Not Sure,50-99,Online retailers,Studying/working late,,,
120884,Daily,To stay awake during work/study,To enhance sports performance,Yes,Positive,Dangerous,No,5,Other,Cola-Coka,Availability,Reduced sugar content,Caffeine,Yes,Not Sure,Print media,Collectible packaging,No,100-150,Gyms and fitness centers,Studying/working late,,,
120885,2-3 times a month,Throughout the day,To enhance sports performance,No,Positive,Effective,Yes,5,Health concerns,Sky 9,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,Yes,Outdoor billboards,Collectible packaging,Yes,Above 150,Online retailers,Studying/working late,,,
120886,Daily,Before exercise,Other,Yes,Positive,Effective,No,5,Other,Cola-Coka,Effectiveness,Reduced sugar content,Sugar,No,Yes,TV commercials,Eco-friendly design,No,50-99,Supermarkets,Studying/working late,,,
120887,Once a week,Before exercise,To boost performance,Yes,Neutral,Not sure,No,3,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Other,Guarana,Yes,Yes,TV commercials,Collectible packaging,No,50-99,Other,Studying/working late,,,
120888,Rarely,For mental alertness,To boost performance,Yes,Negative,Not sure,No,3,Health concerns,CodeX,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,Not Sure,TV commercials,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Studying/working late,,,
120889,Once a week,For mental alertness,To boost performance,No,Positive,Dangerous,Yes,4,Health concerns,Bepsi,Availability,Wider range of flavors,Vitamins,No,Yes,Other,Eco-friendly design,No,50-99,Supermarkets,Studying/working late,,,
120890,Rarely,Before exercise,To combat fatigue,No,Positive,Not sure,No,3,Other,Blue Bull,Brand reputation,More natural ingredients,Caffeine,Yes,Yes,Online ads,Innovative bottle design,Yes,100-150,Gyms and fitness centers,Studying/working late,,,
120891,Once a week,Before exercise,To boost performance,Yes,Positive,Dangerous,Yes,5,Other,Cola-Coka,Effectiveness,Other,Caffeine,Yes,Yes,Print media,Innovative bottle design,No,50-99,Online retailers,Studying/working late,,,
120892,Daily,To stay awake during work/study,To combat fatigue,No,Neutral,Healthy,Yes,5,Not available locally,Others,Taste/flavor preference,Wider range of flavors,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late,,,
120893,2-3 times a week,Before exercise,To enhance sports performance,Yes,Negative,Dangerous,No,5,Not interested in energy drinks,Bepsi,Effectiveness,Wider range of flavors,Guarana,Yes,Yes,Print media,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
120894,2-3 times a month,Throughout the day,Increased energy and focus,No,Neutral,Effective,No,5,Health concerns,Sky 9,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,Print media,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late,,,
120895,Rarely,To stay awake during work/study,To enhance sports performance,No,Negative,Dangerous,Yes,2,Unfamiliar with the brand,Gangster,Brand reputation,Reduced sugar content,Caffeine,No,No,TV commercials,Compact and portable cans,Not Sure,Above 150,Gyms and fitness centers,Studying/working late,,,
